text,label,source,original_label,sample_weight
"Of $60 billion Congress approved in response to Hurricane Sandy, only 10 percent was for disaster relief.",Fake,LIAR,false,1.0
McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh.,Fake,LIAR,false,1.0
Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.,Fake,LIAR,false,1.0
I dont know anything about David Duke.,Fake,LIAR,pants-fire,1.0
"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""",Fake,LIAR,barely-true,1.0
Alex Sink wants to cut Medicare.,Fake,LIAR,false,1.0
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",Fake,LIAR,false,1.0
Says House Republicans tried to change the definition of rape.,Fake,LIAR,barely-true,1.0
Says Hillary Clinton has donated every cent shes ever earned from speaking fees to charity.,Fake,LIAR,false,1.0
"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.",Fake,LIAR,barely-true,1.0
"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",Fake,LIAR,pants-fire,1.0
$3 billion over the next five years will be taken out of our public schools and be put into vouchers.,Fake,LIAR,barely-true,1.0
The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,Fake,LIAR,barely-true,1.0
Says Hillary Clinton and Ralph Northam label police as racists.,Fake,LIAR,barely-true,1.0
"The president has given 1,100 special waivers to his friends for Obamacare.",Fake,LIAR,barely-true,1.0
On assault weapon violence: Ducks have more protection than people in Virginia.,Fake,LIAR,pants-fire,1.0
Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,Fake,LIAR,false,1.0
"Says as a result of the national health care reform, the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.",Fake,LIAR,barely-true,1.0
Says Barack Obama grew up in Kenya.,Fake,LIAR,false,1.0
The Obama administration gave Iran $400 million in ransom payment cash.,Fake,LIAR,barely-true,1.0
We havent yet taken out a negative ad.,Fake,LIAR,pants-fire,1.0
Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,Fake,LIAR,false,1.0
On the coal industry,Fake,LIAR,false,1.0
Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,Fake,LIAR,barely-true,1.0
"Each Georgia taxpayer would have to send $5,000 to the treasury to cover the states debt.",Fake,LIAR,barely-true,1.0
Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,Fake,LIAR,barely-true,1.0
Says Patrick Murphy never worked as a CPA and was never a small business owner.,Fake,LIAR,barely-true,1.0
Only one out of 10 minimum wage workers today are teen age or a young person.,Fake,LIAR,false,1.0
A recent report from the presidents deficit commission was completely empty on controlling health care costs.,Fake,LIAR,false,1.0
"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.",Fake,LIAR,barely-true,1.0
"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",Fake,LIAR,barely-true,1.0
Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015.,Fake,LIAR,pants-fire,1.0
"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",Fake,LIAR,barely-true,1.0
Each vegan spares more than 100 animals every year.,Fake,LIAR,barely-true,1.0
Says Alex Sinks plans for governor include $12.5 billion in new spending.,Fake,LIAR,false,1.0
"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson are feral and violent.",Fake,LIAR,pants-fire,1.0
"In Mexico, they dont have birth certificates... they dont have registration cards for voters. They have one national ID.",Fake,LIAR,false,1.0
Says Every legislative district in the state has at least one craft brewery and countless home brewers.,Fake,LIAR,false,1.0
Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,Fake,LIAR,barely-true,1.0
A majority of our students are trapped in underperforming schools.,Fake,LIAR,false,1.0
"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.",Fake,LIAR,false,1.0
Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,Fake,LIAR,barely-true,1.0
The health care reform bill is the largest tax increase in U.S. history.,Fake,LIAR,false,1.0
I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,Fake,LIAR,false,1.0
Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,Fake,LIAR,pants-fire,1.0
Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,Fake,LIAR,barely-true,1.0
Rick Scotts company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.,Fake,LIAR,barely-true,1.0
"Shes voted for 60 tax increases, hurting the middle class and small businesses.",Fake,LIAR,pants-fire,1.0
On running a civil and polite campaign,Fake,LIAR,false,1.0
Jason Carters plan: increase spending by $12.5 billion.,Fake,LIAR,false,1.0
The $290 million structural surplus in the 2011-13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax.,Fake,LIAR,false,1.0
"Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing that revealed intelligence sources and methods.",Fake,LIAR,barely-true,1.0
The average age of the minimum wage worker is 35 years old.,Fake,LIAR,barely-true,1.0
She is the only candidate who has stood by our community and immigration reform from the beginning.,Fake,LIAR,barely-true,1.0
"Obama ""voted against critical resources: no to individual body armor, no to helicopters, no to ammunition, no to aircraft.""",Fake,LIAR,barely-true,1.0
"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",Fake,LIAR,barely-true,1.0
Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,Fake,LIAR,false,1.0
"Gov. Scott Walker received a $7,300 pay raise.",Fake,LIAR,false,1.0
"Nobody covered the remarks of Patricia Smith, the mother of a Benghazi victim, live, but almost everybody covered KhizrKhans, Mr. Khans remarks live.",Fake,LIAR,pants-fire,1.0
"In a few months, this deal would give Iran $150 billion for its $300 billion to $400 billion economy, which is like $8 trillion flowing into the United States treasury.",Fake,LIAR,barely-true,1.0
"Under Tom Barretts leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.",Fake,LIAR,pants-fire,1.0
The health care law is accelerating our country toward bankruptcy.,Fake,LIAR,barely-true,1.0
"Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.",Fake,LIAR,barely-true,1.0
"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",Fake,LIAR,false,1.0
Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!,Fake,LIAR,pants-fire,1.0
"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",Fake,LIAR,false,1.0
Says the headlines tell the story of how Walker has mismanaged Milwaukee County,Fake,LIAR,pants-fire,1.0
"Bill White ... supports the ObamaCare socialized medicine plan, as well as Cap and Trade legislation that would kill thousands of Texas jobs.",Fake,LIAR,pants-fire,1.0
"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.",Fake,LIAR,false,1.0
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",Fake,LIAR,false,1.0
Today gasoline hit $6 a gallon in Florida.,Fake,LIAR,pants-fire,1.0
"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party.",Fake,LIAR,false,1.0
Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,Fake,LIAR,false,1.0
The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,Fake,LIAR,false,1.0
"Except for Virginia, the other 49 states keep raising their gas tax.",Fake,LIAR,pants-fire,1.0
Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,Fake,LIAR,pants-fire,1.0
"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",Fake,LIAR,false,1.0
There hasnt been a Republican in the legislature or the City Council in Providence in over 30 years.,Fake,LIAR,barely-true,1.0
The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,Fake,LIAR,barely-true,1.0
Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.,Fake,LIAR,pants-fire,1.0
A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,Fake,LIAR,barely-true,1.0
Metro on whether it could use bond money for restoration.,Fake,LIAR,false,1.0
Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.,Fake,LIAR,barely-true,1.0
"With Rick Scott, there are more funds for preschool education.",Fake,LIAR,barely-true,1.0
The conviction rate is almost exactly the same for whites and blacks who commit murder.,Fake,LIAR,false,1.0
Says a Pro-Stimulus economist admits it is not working,Fake,LIAR,pants-fire,1.0
Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,Fake,LIAR,pants-fire,1.0
"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",Fake,LIAR,false,1.0
Says that President Barack Obama said an attack on Syria was going to be a pinprick.,Fake,LIAR,false,1.0
"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.",Fake,LIAR,false,1.0
"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",Fake,LIAR,false,1.0
